        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  1.015625E-01  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.197917E+05  1.000000E+00
  9.375000E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.208333E+05  1.000000E+00
  8.593750E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.218750E+05  1.000000E+00
  7.812500E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.229167E+05  1.000000E+00
  7.031250E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.239583E+05  1.000000E+00
  6.250000E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.250000E+05  1.000000E+00
  5.468750E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.260417E+05  1.000000E+00
  4.687500E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.270833E+05  1.000000E+00
  3.906250E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.281250E+05  1.000000E+00
  3.125000E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.291667E+05  1.000000E+00
  2.343750E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.302083E+05  1.000000E+00
  1.562500E-02  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.312500E+05  1.000000E+00
  7.812500E-03  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.322917E+05  1.000000E+00
  0.000000E+00  5.000000E-01  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00  1.333333E+05  1.000000E+00
